Month,Mean_Temperature
1920/01,-0.25
1920/01,-0.2584
1920/02,-0.27
1920/02,-0.5457
1920/03,-0.12
1920/03,-0.1718
1920/04,-0.24
1920/04,-0.3364
1920/05,-0.27
1920/05,-0.2561
1920/06,-0.36
1920/06,-0.2379
1920/07,-0.3
1920/07,-0.3002
1920/08,-0.26
1920/08,-0.2264
1920/09,-0.22
1920/09,-0.1962
1920/10,-0.27
1920/10,-0.2175
1920/11,-0.27
1920/11,-0.3454
1920/12,-0.47
1920/12,-0.4883
1921/01,-0.05
1921/01,-0.2174
1921/02,-0.18
1921/02,-0.295
1921/03,-0.23
1921/03,-0.3424
1921/04,-0.3
1921/04,-0.2907
1921/05,-0.3
1921/05,-0.3014
1921/06,-0.27
1921/06,-0.1542
1921/07,-0.15
1921/07,-0.1552
1921/08,-0.26
1921/08,-0.3211
1921/09,-0.19
1921/09,-0.2069
1921/10,-0.03
1921/10,-0.1342
1921/11,-0.15
1921/11,-0.1957
1921/12,-0.18
1921/12,-0.2712
1922/01,-0.34
1922/01,-0.4188
1922/02,-0.45
1922/02,-0.4086
1922/03,-0.15
1922/03,-0.3439
1922/04,-0.23
1922/04,-0.2909
1922/05,-0.33
1922/05,-0.4694
1922/06,-0.3
1922/06,-0.2925
1922/07,-0.27
1922/07,-0.2588
1922/08,-0.33
1922/08,-0.3557
1922/09,-0.35
1922/09,-0.3244
1922/10,-0.32
1922/10,-0.3449
1922/11,-0.14
1922/11,-0.2552
1922/12,-0.2
1922/12,-0.3052
1923/01,-0.27
1923/01,-0.4035
1923/02,-0.39
1923/02,-0.4942
1923/03,-0.34
1923/03,-0.4554
1923/04,-0.41
1923/04,-0.4101
1923/05,-0.33
1923/05,-0.4036
1923/06,-0.29
1923/06,-0.2524
1923/07,-0.31
1923/07,-0.4194
1923/08,-0.33
1923/08,-0.3236
1923/09,-0.31
1923/09,-0.3407
1923/10,-0.14
1923/10,-0.1762
1923/11,-0.03
1923/11,-0.0333
1923/12,-0.04
1923/12,-0.0998
1924/01,-0.23
1924/01,-0.3269
1924/02,-0.23
1924/02,-0.315
1924/03,-0.09
1924/03,-0.1757
1924/04,-0.3
1924/04,-0.3422
1924/05,-0.18
1924/05,-0.2173
1924/06,-0.26
1924/06,-0.2753
1924/07,-0.29
1924/07,-0.2937
1924/08,-0.36
1924/08,-0.317
1924/09,-0.32
1924/09,-0.3304
1924/10,-0.35
1924/10,-0.3656
1924/11,-0.21
1924/11,-0.2905
1924/12,-0.43
1924/12,-0.4921
1925/01,-0.38
1925/01,-0.4914
1925/02,-0.39
1925/02,-0.485
1925/03,-0.27
1925/03,-0.3735
1925/04,-0.26
1925/04,-0.3067
1925/05,-0.29
1925/05,-0.3052
1925/06,-0.33
1925/06,-0.3339
1925/07,-0.27
1925/07,-0.3306
1925/08,-0.21
1925/08,-0.168
1925/09,-0.2
1925/09,-0.2587
1925/10,-0.18
1925/10,-0.2883
1925/11,0.05
1925/11,-0.0588
1925/12,0.06
1925/12,0.0143
1926/01,0.21
1926/01,0.0828
1926/02,0.02
1926/02,-0.0348
1926/03,0.11
1926/03,0.0239
1926/04,-0.13
1926/04,-0.1577
1926/05,-0.23
1926/05,-0.2698
1926/06,-0.26
1926/06,-0.1825
1926/07,-0.27
1926/07,-0.2082
1926/08,-0.13
1926/08,-0.0997
1926/09,-0.14
1926/09,-0.1176
1926/10,-0.11
1926/10,-0.0697
1926/11,-0.06
1926/11,-0.1155
1926/12,-0.29
1926/12,-0.3219
1927/01,-0.27
1927/01,-0.3109
1927/02,-0.18
1927/02,-0.2118
1927/03,-0.39
1927/03,-0.4187
1927/04,-0.3
1927/04,-0.3142
1927/05,-0.26
1927/05,-0.2298
1927/06,-0.27
1927/06,-0.248
1927/07,-0.19
1927/07,-0.2046
1927/08,-0.23
1927/08,-0.213
1927/09,-0.12
1927/09,-0.1194
1927/10,-0.01
1927/10,-0.0294
1927/11,-0.06
1927/11,-0.1264
1927/12,-0.33
1927/12,-0.3233
1928/01,-0.02
1928/01,-0.0168
1928/02,-0.09
1928/02,-0.1244
1928/03,-0.25
1928/03,-0.3193
1928/04,-0.28
1928/04,-0.2349
1928/05,-0.3
1928/05,-0.3012
1928/06,-0.39
1928/06,-0.3264
1928/07,-0.19
1928/07,-0.188
1928/08,-0.22
1928/08,-0.1782
1928/09,-0.21
1928/09,-0.2065
1928/10,-0.19
1928/10,-0.1837
1928/11,-0.1
1928/11,-0.1718
1928/12,-0.16
1928/12,-0.2264
1929/01,-0.45
1929/01,-0.4361
1929/02,-0.58
1929/02,-0.6034
1929/03,-0.33
1929/03,-0.4868
1929/04,-0.41
1929/04,-0.437
1929/05,-0.38
1929/05,-0.4342
1929/06,-0.43
1929/06,-0.4085
1929/07,-0.36
1929/07,-0.4393
1929/08,-0.32
1929/08,-0.266
1929/09,-0.25
1929/09,-0.277
1929/10,-0.14
1929/10,-0.221
1929/11,-0.11
1929/11,-0.1399
1929/12,-0.54
1929/12,-0.56
1930/01,-0.3
1930/01,-0.3631
1930/02,-0.27
1930/02,-0.3558
1930/03,-0.11
1930/03,-0.2473
1930/04,-0.25
1930/04,-0.2313
1930/05,-0.24
1930/05,-0.2507
1930/06,-0.22
1930/06,-0.2037
1930/07,-0.21
1930/07,-0.1883
1930/08,-0.15
1930/08,-0.0977
1930/09,-0.15
1930/09,-0.0922
1930/10,-0.12
1930/10,-0.0906
1930/11,0.18
1930/11,0.0638
1930/12,-0.05
1930/12,-0.0647
1931/01,-0.1
1931/01,-0.1369
1931/02,-0.2
1931/02,-0.2587
1931/03,-0.1
1931/03,-0.1092
1931/04,-0.23
1931/04,-0.1707
1931/05,-0.19
1931/05,-0.1929
1931/06,-0.08
1931/06,-0.0254
1931/07,-0.03
1931/07,-0.0082
1931/08,-0.03
1931/08,-0.0267
1931/09,-0.06
1931/09,-0.052
1931/10,0.06
1931/10,-0.027
1931/11,-0.05
1931/11,-0.1358
1931/12,-0.05
1931/12,-0.0973
1932/01,0.16
1932/01,0.0798
1932/02,-0.17
1932/02,-0.1781
1932/03,-0.18
1932/03,-0.1948
1932/04,-0.05
1932/04,-0.0612
1932/05,-0.17
1932/05,-0.1598
1932/06,-0.28
1932/06,-0.2554
1932/07,-0.24
1932/07,-0.1297
1932/08,-0.21
1932/08,-0.1898
1932/09,-0.1
1932/09,-0.0006
1932/10,-0.09
1932/10,-0.0944
1932/11,-0.27
1932/11,-0.2949
1932/12,-0.26
1932/12,-0.2667
1933/01,-0.23
1933/01,-0.3111
1933/02,-0.29
1933/02,-0.351
1933/03,-0.29
1933/03,-0.3852
1933/04,-0.24
1933/04,-0.2847
1933/05,-0.29
1933/05,-0.2769
1933/06,-0.33
1933/06,-0.3236
1933/07,-0.21
1933/07,-0.2904
1933/08,-0.23
1933/08,-0.1538
1933/09,-0.29
1933/09,-0.3266
1933/10,-0.24
1933/10,-0.2458
1933/11,-0.3
1933/11,-0.4048
1933/12,-0.44
1933/12,-0.5142
1934/01,-0.21
1934/01,-0.3233
1934/02,-0.02
1934/02,-0.1452
1934/03,-0.29
1934/03,-0.4311
1934/04,-0.3
1934/04,-0.3718
1934/05,-0.09
1934/05,-0.1402
1934/06,-0.14
1934/06,-0.0923
1934/07,-0.1
1934/07,-0.1781
1934/08,-0.12
1934/08,-0.1144
1934/09,-0.15
1934/09,-0.1345
1934/10,-0.06
1934/10,-0.0818
1934/11,0.04
1934/11,0.0318
1934/12,-0.02
1934/12,-0.1113
1935/01,-0.34
1935/01,-0.348
1935/02,0.15
1935/02,0.0497
1935/03,-0.14
1935/03,-0.2145
1935/04,-0.37
1935/04,-0.3228
1935/05,-0.28
1935/05,-0.3143
1935/06,-0.26
1935/06,-0.2093
1935/07,-0.21
1935/07,-0.1409
1935/08,-0.21
1935/08,-0.1488
1935/09,-0.21
1935/09,-0.1905
1935/10,-0.06
1935/10,-0.0552
1935/11,-0.26
1935/11,-0.3215
1935/12,-0.17
1935/12,-0.2565
1936/01,-0.27
1936/01,-0.3985
1936/02,-0.37
1936/02,-0.3431
1936/03,-0.2
1936/03,-0.3292
1936/04,-0.2
1936/04,-0.1883
1936/05,-0.16
1936/05,-0.1723
1936/06,-0.21
1936/06,-0.149
1936/07,-0.09
1936/07,-0.0699
1936/08,-0.13
1936/08,-0.0733
1936/09,-0.09
1936/09,-0.1088
1936/10,-0.02
1936/10,-0.0414
1936/11,0.02
1936/11,-0.0541
1936/12,-0.01
1936/12,-0.1064
1937/01,-0.07
1937/01,-0.1269
1937/02,0.03
1937/02,0.0665
1937/03,-0.21
1937/03,-0.2619
1937/04,-0.16
1937/04,-0.1212
1937/05,-0.05
1937/05,-0.0912
1937/06,-0.05
1937/06,-0.0084
1937/07,-0.03
1937/07,0.0197
1937/08,0.02
1937/08,0.0368
1937/09,0.09
1937/09,0.1449
1937/10,0.09
1937/10,0.128
1937/11,0.08
1937/11,0.0617
1937/12,-0.07
1937/12,-0.0784
1938/01,0.08
1938/01,0.0455
1938/02,0.04
1938/02,-0.0098
1938/03,0.1
1938/03,-0.0153
1938/04,0.07
1938/04,0.04
1938/05,-0.09
1938/05,-0.0959
1938/06,-0.17
1938/06,-0.0936
1938/07,-0.09
1938/07,-0.0462
1938/08,-0.05
1938/08,-0.0028
1938/09,0.01
1938/09,0.0199
1938/10,0.15
1938/10,0.1628
1938/11,0.08
1938/11,0.0547
1938/12,-0.12
1938/12,-0.2057
1939/01,-0.05
1939/01,-0.1218
1939/02,-0.06
1939/02,-0.1176
1939/03,-0.17
1939/03,-0.2887
1939/04,-0.1
1939/04,-0.1064
1939/05,-0.04
1939/05,-0.0301
1939/06,-0.06
1939/06,0.0148
1939/07,-0.05
1939/07,-0.0377
1939/08,-0.06
1939/08,-0.0407
1939/09,-0.07
1939/09,-0.0172
1939/10,-0.04
1939/10,-0.0993
1939/11,0.07
1939/11,0.0213
1939/12,0.43
1939/12,0.3339
1940/01,0
1940/01,-0.0527
1940/02,0.08
1940/02,0.0863
1940/03,0.09
1940/03,-0.0358
1940/04,0.17
1940/04,0.149
1940/05,0.11
1940/05,0.0502
1940/06,0.12
1940/06,0.0447
1940/07,0.13
1940/07,0.1483
1940/08,0.07
1940/08,0.0996
1940/09,0.15
1940/09,0.1312
1940/10,0.11
1940/10,0.0958
1940/11,0.16
1940/11,-0.0047
1940/12,0.31
1940/12,0.1992
1941/01,0.18
1941/01,-0.0396
1941/02,0.31
1941/02,0.1182
1941/03,0.1
1941/03,-0.1165
1941/04,0.16
1941/04,0.0362
1941/05,0.17
1941/05,0.0612
1941/06,0.13
1941/06,0.0596
1941/07,0.22
1941/07,0.1608
1941/08,0.15
1941/08,0.0397
1941/09,0.02
1941/09,-0.1445
1941/10,0.35
1941/10,0.2143
1941/11,0.23
1941/11,-0.0073
1941/12,0.22
1941/12,0.0754
1942/01,0.29
1942/01,0.2578
1942/02,0.02
1942/02,0.0168
1942/03,0.06
1942/03,-0.0416
1942/04,0.1
1942/04,-0.0152
1942/05,0.11
1942/05,0.1238
1942/06,0.05
1942/06,0.0303
1942/07,0.01
1942/07,-0.0598
1942/08,-0.04
1942/08,-0.0574
1942/09,-0.03
1942/09,-0.0135
1942/10,0.02
1942/10,-0.0869
1942/11,0.1
1942/11,-0.0575
1942/12,0.12
1942/12,-0.0801
1943/01,-0.01
1943/01,-0.1827
1943/02,0.17
1943/02,-0.0306
1943/03,-0.03
1943/03,-0.1677
1943/04,0.11
1943/04,0.023
1943/05,0.07
1943/05,0.0355
1943/06,-0.05
1943/06,-0.0749
1943/07,0.09
1943/07,0.0183
1943/08,0.01
1943/08,0.0317
1943/09,0.05
1943/09,-0.0134
1943/10,0.23
1943/10,0.2277
1943/11,0.2
1943/11,0.1039
1943/12,0.23
1943/12,0.1063
1944/01,0.36
1944/01,0.3182
1944/02,0.24
1944/02,0.1186
1944/03,0.26
1944/03,0.1201
1944/04,0.19
1944/04,0.0423
1944/05,0.19
1944/05,0.1199
1944/06,0.15
1944/06,0.1074
1944/07,0.18
1944/07,0.1487
1944/08,0.18
1944/08,0.2067
1944/09,0.28
1944/09,0.1677
1944/10,0.26
1944/10,0.2081
1944/11,0.11
1944/11,0.0885
1944/12,0.04
1944/12,0.0833
1945/01,0.1
1945/01,0.0951
1945/02,0.01
1945/02,0.0484
1945/03,0.06
1945/03,0.0387
1945/04,0.19
1945/04,0.2099
1945/05,0.06
1945/05,-0.0617
1945/06,0.01
1945/06,-0.0365
1945/07,0.04
1945/07,0.0004
1945/08,0.26
1945/08,0.2362
1945/09,0.2
1945/09,0.1028
1945/10,0.18
1945/10,0.0942
1945/11,0.07
1945/11,-0.0106
1945/12,-0.07
1945/12,-0.1998
1946/01,0.15
1946/01,0.0465
1946/02,0.02
1946/02,-0.1157
1946/03,0.01
1946/03,-0.1216
1946/04,0.06
1946/04,-0.0011
1946/05,-0.07
1946/05,-0.0827
1946/06,-0.21
1946/06,-0.27
1946/07,-0.12
1946/07,-0.1094
1946/08,-0.2
1946/08,-0.1541
1946/09,-0.08
1946/09,-0.0982
1946/10,-0.08
1946/10,-0.0681
1946/11,-0.05
1946/11,-0.1081
1946/12,-0.31
1946/12,-0.3432
1947/01,-0.06
1947/01,-0.1505
1947/02,-0.08
1947/02,-0.1411
1947/03,0.06
1947/03,-0.0762
1947/04,0.06
1947/04,-0.0549
1947/05,-0.02
1947/05,-0.0708
1947/06,-0.02
1947/06,-0.0927
1947/07,-0.04
1947/07,-0.0648
1947/08,-0.07
1947/08,-0.1129
1947/09,-0.12
1947/09,-0.1604
1947/10,0.07
1947/10,0.0338
1947/11,0.02
1947/11,0.0291
1947/12,-0.13
1947/12,-0.2331
1948/01,0.06
1948/01,-0.019
1948/02,-0.14
1948/02,-0.2386
1948/03,-0.24
1948/03,-0.283
1948/04,-0.12
1948/04,-0.1146
1948/05,-0.01
1948/05,0.0576
1948/06,-0.05
1948/06,-0.0082
1948/07,-0.11
1948/07,-0.1296
1948/08,-0.12
1948/08,-0.0476
1948/09,-0.14
1948/09,-0.1338
1948/10,-0.05
1948/10,-0.0568
1948/11,-0.12
1948/11,-0.1733
1948/12,-0.24
1948/12,-0.349
1949/01,0.07
1949/01,-0.0186
1949/02,-0.14
1949/02,-0.2423
1949/03,-0.02
1949/03,-0.1096
1949/04,-0.11
1949/04,-0.1467
1949/05,-0.1
1949/05,-0.1113
1949/06,-0.27
1949/06,-0.2332
1949/07,-0.13
1949/07,-0.1801
1949/08,-0.13
1949/08,-0.0775
1949/09,-0.14
1949/09,-0.1233
1949/10,-0.06
1949/10,-0.0897
1949/11,-0.1
1949/11,-0.181
1949/12,-0.18
1949/12,-0.2124
1950/01,-0.26
1950/01,-0.3
1950/02,-0.27
1950/02,-0.37
1950/03,-0.08
1950/03,-0.2164
1950/04,-0.21
1950/04,-0.2436
1950/05,-0.11
1950/05,-0.1373
1950/06,-0.05
1950/06,-0.105
1950/07,-0.08
1950/07,-0.1067
1950/08,-0.16
1950/08,-0.1526
1950/09,-0.11
1950/09,-0.245
1950/10,-0.2
1950/10,-0.201
1950/11,-0.34
1950/11,-0.3808
1950/12,-0.22
1950/12,-0.2608
1951/01,-0.34
1951/01,-0.3603
1951/02,-0.41
1951/02,-0.5094
1951/03,-0.2
1951/03,-0.262
1951/04,-0.14
1951/04,-0.1081
1951/05,0
1951/05,0.0323
1951/06,-0.06
1951/06,0.0602
1951/07,-0.01
1951/07,0.0387
1951/08,0.06
1951/08,0.1213
1951/09,0.05
1951/09,0.1323
1951/10,0.08
1951/10,0.1244
1951/11,-0.01
1951/11,-0.0723
1951/12,0.16
1951/12,0.0692
1952/01,0.11
1952/01,0.094
1952/02,0.11
1952/02,0.0684
1952/03,-0.08
1952/03,-0.1635
1952/04,0.03
1952/04,0.0456
1952/05,-0.03
1952/05,0.0222
1952/06,-0.03
1952/06,0.0235
1952/07,0.04
1952/07,0.0901
1952/08,0.05
1952/08,0.0969
1952/09,0.07
1952/09,0.0962
1952/10,0
1952/10,-0.0165
1952/11,-0.13
1952/11,-0.1323
1952/12,-0.02
1952/12,-0.0403
1953/01,0.07
1953/01,-0.009
1953/02,0.15
1953/02,0.095
1953/03,0.11
1953/03,0.018
1953/04,0.19
1953/04,0.2246
1953/05,0.11
1953/05,0.149
1953/06,0.12
1953/06,0.1404
1953/07,0.01
1953/07,0.0431
1953/08,0.05
1953/08,0.0871
1953/09,0.04
1953/09,0.0863
1953/10,0.08
1953/10,0.0834
1953/11,-0.03
1953/11,-0.0058
1953/12,0.05
1953/12,0.0194
1954/01,-0.24
1954/01,-0.2435
1954/02,-0.1
1954/02,-0.0891
1954/03,-0.15
1954/03,-0.1834
1954/04,-0.14
1954/04,-0.1148
1954/05,-0.2
1954/05,-0.1706
1954/06,-0.19
1954/06,-0.1296
1954/07,-0.19
1954/07,-0.1962
1954/08,-0.17
1954/08,-0.1018
1954/09,-0.1
1954/09,-0.1133
1954/10,-0.02
1954/10,-0.0115
1954/11,0.08
1954/11,0.1164
1954/12,-0.18
1954/12,-0.1636
1955/01,0.13
1955/01,0.106
1955/02,-0.16
1955/02,-0.1927
1955/03,-0.32
1955/03,-0.3964
1955/04,-0.22
1955/04,-0.2291
1955/05,-0.2
1955/05,-0.2388
1955/06,-0.14
1955/06,-0.1784
1955/07,-0.11
1955/07,-0.2083
1955/08,0.02
1955/08,-0.0884
1955/09,-0.11
1955/09,-0.1431
1955/10,-0.05
1955/10,-0.1133
1955/11,-0.25
1955/11,-0.3208
1955/12,-0.28
1955/12,-0.3643
1956/01,-0.13
1956/01,-0.2404
1956/02,-0.24
1956/02,-0.2824
1956/03,-0.21
1956/03,-0.3565
1956/04,-0.28
1956/04,-0.3065
1956/05,-0.29
1956/05,-0.3361
1956/06,-0.15
1956/06,-0.2265
1956/07,-0.09
1956/07,-0.2106
1956/08,-0.25
1956/08,-0.2896
1956/09,-0.19
1956/09,-0.2735
1956/10,-0.23
1956/10,-0.2632
1956/11,-0.15
1956/11,-0.2152
1956/12,-0.06
1956/12,-0.1576
1957/01,-0.09
1957/01,-0.2215
1957/02,-0.03
1957/02,-0.1586
1957/03,-0.05
1957/03,-0.1975
1957/04,0
1957/04,-0.0418
1957/05,0.09
1957/05,0.0318
1957/06,0.16
1957/06,0.0645
1957/07,0.02
1957/07,-0.0627
1957/08,0.15
1957/08,0.0729
1957/09,0.09
1957/09,0.0414
1957/10,0.01
1957/10,-0.0008
1957/11,0.08
1957/11,-0.004
1957/12,0.15
1957/12,0.0523
1958/01,0.39
1958/01,0.2547
1958/02,0.22
1958/02,0.0928
1958/03,0.09
1958/03,0.0053
1958/04,0.01
1958/04,-0.0695
1958/05,0.06
1958/05,0.0165
1958/06,-0.08
1958/06,-0.1531
1958/07,0.05
1958/07,-0.02
1958/08,-0.05
1958/08,-0.0831
1958/09,-0.02
1958/09,-0.1148
1958/10,0.04
1958/10,-0.0195
1958/11,0.02
1958/11,-0.0386
1958/12,0.01
1958/12,-0.0823
1959/01,0.08
1959/01,0.0137
1959/02,0.07
1959/02,-0.0051
1959/03,0.18
1959/03,0.0167
1959/04,0.16
1959/04,0.0263
1959/05,0.04
1959/05,-0.0385
1959/06,0.03
1959/06,-0.0018
1959/07,0.03
1959/07,-0.0436
1959/08,-0.01
1959/08,-0.0413
1959/09,-0.06
1959/09,-0.1412
1959/10,-0.07
1959/10,-0.0713
1959/11,-0.08
1959/11,-0.1863
1959/12,0
1959/12,-0.1033
1960/01,0
1960/01,-0.1147
1960/02,0.13
1960/02,0.0228
1960/03,-0.35
1960/03,-0.4469
1960/04,-0.15
1960/04,-0.2619
1960/05,-0.08
1960/05,-0.179
1960/06,-0.04
1960/06,-0.1261
1960/07,-0.04
1960/07,-0.1141
1960/08,0.02
1960/08,-0.0062
1960/09,0.07
1960/09,0.0032
1960/10,0.06
1960/10,-0.0312
1960/11,-0.11
1960/11,-0.215
1960/12,0.19
1960/12,0.0836
1961/01,0.07
1961/01,-0.0522
1961/02,0.19
1961/02,0.0908
1961/03,0.09
1961/03,-0.0616
1961/04,0.13
1961/04,0.061
1961/05,0.12
1961/05,0.0679
1961/06,0.12
1961/06,0.0876
1961/07,0.01
1961/07,-0.0397
1961/08,0.01
1961/08,-0.0169
1961/09,0.08
1961/09,-0.0302
1961/10,0
1961/10,-0.0638
1961/11,0.03
1961/11,-0.0311
1961/12,-0.16
1961/12,-0.2518
1962/01,0.05
1962/01,-0.057
1962/02,0.15
1962/02,0.0122
1962/03,0.1
1962/03,0.0187
1962/04,0.05
1962/04,-0.0261
1962/05,-0.06
1962/05,-0.1816
1962/06,0.03
1962/06,-0.0563
1962/07,0.02
1962/07,-0.1092
1962/08,-0.01
1962/08,-0.1097
1962/09,0
1962/09,-0.0748
1962/10,0.01
1962/10,-0.0382
1962/11,0.06
1962/11,-0.0209
1962/12,-0.03
1962/12,-0.1256
1963/01,-0.03
1963/01,-0.1219
1963/02,0.18
1963/02,0.04
1963/03,-0.14
1963/03,-0.341
1963/04,-0.07
1963/04,-0.1791
1963/05,-0.06
1963/05,-0.1467
1963/06,0.05
1963/06,-0.0668
1963/07,0.06
1963/07,0.0595
1963/08,0.22
1963/08,0.1458
1963/09,0.18
1963/09,0.122
1963/10,0.14
1963/10,0.0642
1963/11,0.15
1963/11,0.0447
1963/12,-0.03
1963/12,-0.0625
1964/01,-0.09
1964/01,-0.1945
1964/02,-0.1
1964/02,-0.223
1964/03,-0.21
1964/03,-0.3828
1964/04,-0.32
1964/04,-0.4416
1964/05,-0.25
1964/05,-0.3742
1964/06,-0.04
1964/06,-0.1666
1964/07,-0.04
1964/07,-0.2006
1964/08,-0.22
1964/08,-0.3005
1964/09,-0.29
1964/09,-0.4046
1964/10,-0.32
1964/10,-0.3114
1964/11,-0.21
1964/11,-0.2988
1964/12,-0.3
1964/12,-0.3716
1965/01,-0.08
1965/01,-0.1623
1965/02,-0.17
1965/02,-0.2631
1965/03,-0.13
1965/03,-0.2597
1965/04,-0.19
1965/04,-0.2986
1965/05,-0.12
1965/05,-0.192
1965/06,-0.08
1965/06,-0.2075
1965/07,-0.13
1965/07,-0.2666
1965/08,-0.04
1965/08,-0.162
1965/09,-0.15
1965/09,-0.2453
1965/10,-0.05
1965/10,-0.1058
1965/11,-0.06
1965/11,-0.1438
1965/12,-0.08
1965/12,-0.1463
1966/01,-0.19
1966/01,-0.2832
1966/02,-0.04
1966/02,-0.1676
1966/03,0.03
1966/03,-0.1708
1966/04,-0.13
1966/04,-0.1705
1966/05,-0.12
1966/05,-0.2186
1966/06,0.01
1966/06,-0.105
1966/07,0.08
1966/07,0.003
1966/08,-0.09
1966/08,-0.1017
1966/09,-0.03
1966/09,-0.0866
1966/10,-0.17
1966/10,-0.2377
1966/11,-0.01
1966/11,-0.1077
1966/12,-0.03
1966/12,-0.1405
1967/01,-0.08
1967/01,-0.2196
1967/02,-0.21
1967/02,-0.3282
1967/03,0.05
1967/03,-0.0937
1967/04,-0.05
1967/04,-0.1324
1967/05,0.12
1967/05,0.0569
1967/06,-0.08
1967/06,-0.1082
1967/07,0.02
1967/07,-0.0679
1967/08,0.01
1967/08,-0.0992
1967/09,-0.06
1967/09,-0.1245
1967/10,0.09
1967/10,-0.0203
1967/11,-0.05
1967/11,-0.1197
1967/12,-0.05
1967/12,-0.1537
1968/01,-0.26
1968/01,-0.3247
1968/02,-0.14
1968/02,-0.2677
1968/03,0.2
1968/03,-0.0037
1968/04,-0.06
1968/04,-0.1804
1968/05,-0.14
1968/05,-0.2261
1968/06,-0.09
1968/06,-0.1518
1968/07,-0.13
1968/07,-0.195
1968/08,-0.09
1968/08,-0.13
1968/09,-0.19
1968/09,-0.2265
1968/10,0.09
1968/10,0.0082
1968/11,-0.05
1968/11,-0.135
1968/12,-0.15
1968/12,-0.1912
1969/01,-0.11
1969/01,-0.1624
1969/02,-0.18
1969/02,-0.1971
1969/03,0.01
1969/03,-0.1328
1969/04,0.17
1969/04,0.0493
1969/05,0.18
1969/05,0.0651
1969/06,0.03
1969/06,0.0057
1969/07,-0.04
1969/07,-0.1092
1969/08,0.03
1969/08,-0.0729
1969/09,0.08
1969/09,-0.0131
1969/10,0.09
1969/10,0.0009
1969/11,0.12
1969/11,0.0231
1969/12,0.24
1969/12,0.1667
1970/01,0.08
1970/01,0.014
1970/02,0.22
1970/02,0.0638
1970/03,0.06
1970/03,-0.0881
1970/04,0.05
1970/04,-0.0794
1970/05,-0.03
1970/05,-0.1405
1970/06,-0.03
1970/06,-0.137
1970/07,0.01
1970/07,-0.112
1970/08,-0.1
1970/08,-0.1992
1970/09,0.12
1970/09,-0.0307
1970/10,0.03
1970/10,-0.0603
1970/11,0.02
1970/11,-0.0582
1970/12,-0.12
1970/12,-0.193
1971/01,-0.02
1971/01,-0.1437
1971/02,-0.15
1971/02,-0.2726
1971/03,-0.18
1971/03,-0.3366
1971/04,-0.07
1971/04,-0.2329
1971/05,-0.05
1971/05,-0.1975
1971/06,-0.16
1971/06,-0.2552
1971/07,-0.08
1971/07,-0.1848
1971/08,-0.01
1971/08,-0.1812
1971/09,-0.06
1971/09,-0.1264
1971/10,-0.04
1971/10,-0.1562
1971/11,-0.07
1971/11,-0.1528
1971/12,-0.08
1971/12,-0.2307
1972/01,-0.22
1972/01,-0.379
1972/02,-0.18
1972/02,-0.2778
1972/03,0.02
1972/03,-0.143
1972/04,0
1972/04,-0.1276
1972/05,-0.03
1972/05,-0.0825
1972/06,0.04
1972/06,-0.0319
1972/07,0.01
1972/07,-0.0927
1972/08,0.16
1972/08,0.0612
1972/09,0.02
1972/09,-0.0524
1972/10,0.08
1972/10,-0.0568
1972/11,0.02
1972/11,-0.0518
1972/12,0.18
1972/12,0.1089
1973/01,0.29
1973/01,0.1009
1973/02,0.32
1973/02,0.1593
1973/03,0.29
1973/03,0.115
1973/04,0.27
1973/04,0.1992
1973/05,0.23
1973/05,0.1081
1973/06,0.19
1973/06,0.106
1973/07,0.12
1973/07,0.0162
1973/08,0.05
1973/08,-0.0275
1973/09,0.09
1973/09,-0.0352
1973/10,0.1
1973/10,0.0109
1973/11,0.04
1973/11,-0.0252
1973/12,-0.07
1973/12,-0.1284
1974/01,-0.1
1974/01,-0.2824
1974/02,-0.27
1974/02,-0.4466
1974/03,-0.05
1974/03,-0.2372
1974/04,-0.11
1974/04,-0.2014
1974/05,-0.04
1974/05,-0.1266
1974/06,-0.05
1974/06,-0.1153
1974/07,-0.03
1974/07,-0.1359
1974/08,0.1
1974/08,0.0231
1974/09,-0.08
1974/09,-0.0927
1974/10,-0.06
1974/10,-0.1153
1974/11,-0.08
1974/11,-0.1262
1974/12,-0.08
1974/12,-0.2139
1975/01,0.1
1975/01,-0.0966
1975/02,0.08
1975/02,-0.0209
1975/03,0.12
1975/03,-0.0111
1975/04,0.04
1975/04,-0.052
1975/05,0.16
1975/05,0.053
1975/06,-0.01
1975/06,-0.0608
1975/07,-0.01
1975/07,-0.1047
1975/08,-0.17
1975/08,-0.2324
1975/09,-0.02
1975/09,-0.1395
1975/10,-0.11
1975/10,-0.1537
1975/11,-0.17
1975/11,-0.2636
1975/12,-0.17
1975/12,-0.2468
1976/01,-0.03
1976/01,-0.1696
1976/02,-0.06
1976/02,-0.2319
1976/03,-0.22
1976/03,-0.3369
1976/04,-0.07
1976/04,-0.1859
1976/05,-0.21
1976/05,-0.3588
1976/06,-0.12
1976/06,-0.2395
1976/07,-0.1
1976/07,-0.1728
1976/08,-0.12
1976/08,-0.2424
1976/09,-0.07
1976/09,-0.1511
1976/10,-0.24
1976/10,-0.3323
1976/11,-0.06
1976/11,-0.1394
1976/12,0.11
1976/12,-0.0295
1977/01,0.18
1977/01,0.1534
1977/02,0.23
1977/02,0.1038
1977/03,0.24
1977/03,0.0748
1977/04,0.26
1977/04,0.1345
1977/05,0.33
1977/05,0.2277
